SiteName,SiteCode,Classification,OC,Region,Province,DeviceName,DeviceIP,EventInDateTime,EventOutDateTime,AlarmDescription,RawValue
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,819,401,200.00","2,021,070,819,401,700.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,618,164,900.00","2,021,070,618,165,400.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,219,211,300.00","2,021,070,219,212,200.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,718,564,100.00","2,021,070,718,570,000.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,720,224,000.00","2,021,070,720,250,600.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,721,543,900.00","2,021,070,721,544,400.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,723,373,200.00","2,021,070,723,373,700.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,717,085,000.00","2,021,070,717,090,000.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,715,425,600.00","2,021,070,715,430,100.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,715,505,900.00","2,021,070,715,510,400.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,718,330,700.00","2,021,070,718,331,200.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,718,120,400.00","2,021,070,718,120,900.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,716,063,000.00","2,021,070,716,063,500.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,717,214,600.00","2,021,070,717,215,000.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,717,452,000.00","2,021,070,717,452,400.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,415,465,100.00","2,021,070,415,465,600.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,415,081,000.00","2,021,070,415,081,500.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,415,081,000.00","2,021,070,415,081,500.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,415,221,900.00","2,021,070,415,222,300.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,415,221,900.00","2,021,070,415,222,300.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,413,411,300.00","2,021,070,413,411,800.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,414,521,900.00","2,021,070,414,522,400.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,413,013,300.00","2,021,070,413,013,800.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,412,035,100.00","2,021,070,412,035,600.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,705,403,000.00","2,021,070,705,403,500.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,703,280,700.00","2,021,070,703,281,200.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,701,565,700.00","2,021,070,701,570,200.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,703,361,500.00","2,021,070,703,374,300.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,702,581,300.00","2,021,070,702,581,800.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,702,581,800.00","2,021,070,702,582,300.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,702,514,800.00","2,021,070,702,515,300.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,703,280,700.00","2,021,070,703,281,200.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,700,454,500.00","2,021,070,700,455,000.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,700,285,600.00","2,021,070,700,290,100.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,704,204,200.00","2,021,070,704,204,700.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,704,273,700.00","2,021,070,704,274,100.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,707,080,700.00","2,021,070,707,081,100.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,707,195,800.00","2,021,070,707,200,300.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,623,215,300.00","2,021,070,623,215,800.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,623,215,300.00","2,021,070,623,215,800.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,623,175,500.00","2,021,070,623,175,900.00",REGIONAL - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,622,205,200.00","2,021,070,622,205,600.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,622,205,600.00","2,021,070,622,210,100.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,619,414,000.00","2,021,070,619,414,500.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,619,082,500.00","2,021,070,619,083,000.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,620,014,400.00","2,021,070,620,014,900.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,619,082,500.00","2,021,070,619,083,000.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,618,341,700.00","2,021,070,618,342,200.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,816,273,100.00","2,021,070,816,273,600.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,802,580,100.00","2,021,070,802,580,600.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,803,294,300.00","2,021,070,803,294,800.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,802,545,600.00","2,021,070,802,550,100.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,808,572,300.00","2,021,070,808,572,800.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,808,295,000.00","2,021,070,808,295,500.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,808,293,500.00","2,021,070,808,294,000.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,804,361,200.00","2,021,070,804,361,600.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,806,104,700.00","2,021,070,806,105,200.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,805,540,800.00","2,021,070,805,541,300.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,823,085,900.00","2,021,070,823,090,400.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,821,014,800.00","2,021,070,821,015,300.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,821,014,300.00","2,021,070,821,014,800.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,814,221,700.00","2,021,070,814,222,200.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,815,310,700.00","2,021,070,815,311,200.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,814,221,700.00","2,021,070,814,222,200.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,815,310,700.00","2,021,070,815,311,200.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,811,053,200.00","2,021,070,811,053,700.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,810,172,600.00","2,021,070,810,173,100.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,810,243,000.00","2,021,070,810,243,500.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,810,293,700.00","2,021,070,810,294,200.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,810,235,100.00","2,021,070,810,235,600.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,405,575,000.00","2,021,070,405,575,400.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,407,020,600.00","2,021,070,407,021,100.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,407,401,800.00","2,021,070,407,402,300.00",REGIONAL - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,402,505,000.00","2,021,070,402,505,500.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,402,352,900.00","2,021,070,402,353,300.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,402,033,200.00","2,021,070,402,033,700.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,401,273,200.00","2,021,070,401,273,700.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,400,285,600.00","2,021,070,400,290,100.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,709,485,100.00","2,021,070,709,492,100.00",MTC - PID Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,410,484,600.00","2,021,070,410,485,100.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,707,540,100.00","2,021,070,707,540,600.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,408,472,600.00","2,021,070,408,473,100.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,710,142,200.00","2,021,070,710,145,200.00",MTC - PID Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,710,424,400.00","2,021,070,710,424,900.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,710,522,400.00","2,021,070,710,522,900.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,713,453,500.00","2,021,070,713,454,000.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,714,120,500.00","2,021,070,714,121,000.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,714,152,500.00","2,021,070,714,153,000.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,507,552,400.00","2,021,070,507,552,900.00",MTC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,507,552,400.00","2,021,070,507,552,900.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,504,465,600.00","2,021,070,504,470,100.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,309,270,700.00","2,021,070,309,271,200.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,509,545,600.00","2,021,070,509,550,100.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,510,535,600.00","2,021,070,510,540,100.00",SABC - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,509,545,600.00","2,021,070,509,550,100.00",eTV - PMT Error - Priority 1,3
ALEXANDER BAY,C41.1,Bronze,Vredendal,Western Region,Northern Cape,Alexanderbay - DVMS4,010.128.050.086,"2,021,070,509,545,600.00","2,021,070,509,550,100.00",MTC - PMT Error - Priority 1,3
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,614,025,400.00","2,021,070,614,172,000.00",GPS - 10MHz Presence,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,614,025,400.00","2,021,070,614,172,600.00",GPS - 1PPS Presence,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,613,330,700.00","2,021,072,113,151,100.00",RF Presence Status,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,614,025,400.00","2,021,070,614,203,200.00",GPS - Internal clock locked,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,614,025,400.00","2,021,070,614,202,600.00",Asi 1 - TS Synchronization,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,614,025,400.00","2,021,070,614,202,600.00",Asi 2 - TS Synchronization,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,614,025,400.00","2,021,070,614,202,600.00",Asi 1 - Physical Link,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,614,025,400.00","2,021,070,614,202,600.00",Asi 2 - Physical Link,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,313,163,600.00","2,021,070,313,163,900.00",Asi 1 - TS Synchronization,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,313,163,600.00","2,021,070,313,163,900.00",Asi 2 - TS Synchronization,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,313,163,600.00","2,021,070,313,163,900.00",Asi 1 - Physical Link,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,313,163,600.00","2,021,070,313,163,900.00",Asi 2 - Physical Link,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,313,314,300.00","2,021,070,314,122,100.00",RF Presence Status,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,313,314,000.00","2,021,070,313,314,300.00",Asi 1 - TS Synchronization,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,313,314,000.00","2,021,070,313,314,300.00",Input - Continuity counter,2
ALIWAL NORTH,C37,Bronze,Middleburg,Eastern Region,Eastern Cape,Aliwal North - EXC B Mux1 CH 25,010.128.040.066,"2,021,070,313,415,000.00","2,021,070,313,423,200.00",Asi 1 - TS Synchronization,2
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - DSE892,010.128.076.107,"2,021,070,809,081,600.00","2,021,070,809,463,400.00",Engine Speed,1506
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - DSE892,010.128.076.107,"2,021,070,809,080,500.00","2,021,070,809,113,000.00",Mains - Voltage L2,0
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - DSE892,010.128.076.107,"2,021,070,809,080,500.00","2,021,070,809,113,000.00",Mains - Voltage L1-L2,"234,5"
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - DSE892,010.128.076.107,"2,021,070,809,080,500.00","2,021,070,809,113,000.00",Mains - Voltage L2-L3,"233,1"
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - DSE892,010.128.076.107,"2,021,070,807,585,300.00","2,021,070,807,592,700.00",Engine Speed,1506
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - DSE892,010.128.076.107,"2,021,070,821,582,800.00","2,021,070,821,583,900.00",Mains - Voltage L2-L3,0
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - DSE892,010.128.076.107,"2,021,070,821,582,800.00","2,021,070,821,583,900.00",Mains - Voltage L3-L1,0
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - DSE892,010.128.076.107,"2,021,070,821,582,800.00","2,021,070,821,583,900.00",Mains - Voltage L2,0
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - DSE892,010.128.076.107,"2,021,070,821,582,800.00","2,021,070,821,583,900.00",Mains - Voltage L1-L2,0
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - DSE892,010.128.076.107,"2,021,070,821,582,800.00","2,021,070,821,583,900.00",Mains - Voltage L1,0
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - DSE892,010.128.076.107,"2,021,070,821,582,800.00","2,021,070,821,583,900.00",Mains - Voltage L3,0
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - DSE892,010.128.076.107,"2,021,070,821,583,900.00","2,021,070,822,345,200.00",Engine Speed,1515
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - DSE892,010.128.076.107,"2,021,070,718,003,900.00","2,021,070,718,005,000.00",Mains - Voltage L3,"204,2"
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - ModPOD,010.128.076.210,"2,021,070,515,170,800.00","2,021,070,515,171,600.00",Status Card 1 - Multi Unit Unalog IN,3
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - ModPOD,010.128.076.210,"2,021,070,516,031,900.00","2,021,070,516,032,700.00",Status Card 1 - Multi Unit Unalog IN,3
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - ModPOD,010.128.076.210,"2,021,070,516,103,000.00","2,021,070,516,103,800.00",Status Card 1 - Multi Unit Unalog IN,3
BEAUFORT WEST,C24,Bronze,George,Western Region,Western Cape,Beaufort West - ModPOD,010.128.076.210,"2,021,070,516,135,300.00","2,021,070,516,140,100.00",Status Card 1 - Multi Unit Unalog IN,3
